combined-0,199001300001-gtd
combined-31544,200503200004-gtd
combined-31545,200503200005-gtd
combined-31546,200503200006-gtd
combined-31547,200503200007-gtd
combined-31548,200503200008-gtd
combined-31549,200503200009-gtd
combined-31550,200503200010-gtd
combined-31551,200503200011-gtd
combined-31552,200503200012-gtd
combined-31553,200503200013-gtd
combined-31554,200503200014-gtd
combined-31555,200503210001-gtd
combined-31556,200503210002-gtd
combined-31557,200503210003-gtd
combined-31558,200503210004-gtd
combined-31559,200503210005-gtd
combined-31560,200503220001-gtd
combined-31561,200503220002-gtd
combined-31562,200503220003-gtd
combined-31563,200503220004-gtd
combined-31564,200503220005-gtd
combined-31565,200503220006-gtd
combined-31566,200503220007-gtd
combined-31567,200503220008-gtd
combined-31568,200503230001-gtd
combined-31569,200503230002-gtd
combined-31570,200503230003-gtd
combined-31571,200503230004-gtd
combined-31572,200503230005-gtd
combined-31573,200503230006-gtd
combined-31574,200503230007-gtd
combined-31575,200503240001-gtd
combined-31576,200503240002-gtd
combined-31577,200503240003-gtd
combined-31578,200503240004-gtd
combined-31579,200503240005-gtd
combined-31580,200503240006-gtd
combined-31581,200503240007-gtd
combined-31582,200503250001-gtd
combined-31583,200503250002-gtd
combined-31584,200503260001-gtd
combined-31585,200503260002-gtd
combined-31586,200503260003-gtd
combined-31587,200503260004-gtd
combined-31588,200503260005-gtd
combined-31589,200503260006-gtd
combined-31590,200503260007-gtd
combined-31591,200503260008-gtd
combined-31592,200503270001-gtd
combined-31593,200503270002-gtd
combined-31594,200503270003-gtd
combined-31595,200503270004-gtd
combined-31596,200503270005-gtd
combined-31597,200503280001-gtd
combined-31598,200503280002-gtd
combined-31599,200503280003-gtd
combined-31600,200503280004-gtd
combined-31601,200503280005-gtd
combined-31602,200503280006-gtd
combined-31603,200503280007-gtd
combined-31604,200503280008-gtd
combined-31605,200503280009-gtd
combined-31606,200503280010-gtd
combined-31607,200503290001-gtd
combined-31608,200503290002-gtd
combined-31609,200503290003-gtd
combined-31610,200503290004-gtd
combined-31611,200503290006-gtd
combined-31612,200503300001-gtd
combined-31613,200503300002-gtd
combined-31614,200503300003-gtd
combined-31615,200503300004-gtd
combined-31616,200503300005-gtd
combined-31617,200503300006-gtd
combined-31618,200503310001-gtd
combined-31619,200503310002-gtd
combined-31620,200503310004-gtd
combined-31621,200503310005-gtd
combined-31622,200504010001-gtd
combined-31623,200504010002-gtd
combined-31624,200504010003-gtd
combined-31625,200504010004-gtd
combined-31626,200504010005-gtd
combined-31627,200504010006-gtd
combined-31628,200504010007-gtd
combined-31629,200504010009-gtd
combined-31630,200504010010-gtd
combined-31631,200504010011-gtd
combined-31632,200504020001-gtd
combined-31633,200504020002-gtd
combined-31634,200504020003-gtd
combined-31635,200504020004-gtd
combined-31636,200504020005-gtd
combined-31637,200504020006-gtd
combined-31638,200504020007-gtd
combined-31639,200504020008-gtd
combined-31640,200504020009-gtd
combined-31641,200504030001-gtd
combined-31642,200504030002-gtd
combined-31643,200504030003-gtd
combined-31644,200504030004-gtd
combined-31645,200504030005-gtd
combined-31646,200504030006-gtd
combined-31647,200504030007-gtd
combined-31648,200504030008-gtd
combined-31649,200504030009-gtd
combined-31650,200504030010-gtd
combined-31651,200504030011-gtd
combined-31652,200504030012-gtd
combined-31653,200504030013-gtd
combined-31654,200504040001-gtd
combined-31655,200504040002-gtd
combined-31656,200504040003-gtd
combined-31657,200504040004-gtd
combined-31658,200504040005-gtd
combined-31659,200504040007-gtd
combined-31660,200504040008-gtd
combined-31661,200504050001-gtd
combined-31662,200504050002-gtd
combined-31663,200504050003-gtd
combined-31664,200504050004-gtd
combined-31665,200504050005-gtd
combined-31666,200504050006-gtd
combined-31667,200504050007-gtd
combined-31668,200504050008-gtd
combined-31669,200504050009-gtd
combined-31670,200504050010-gtd
combined-31671,200504050012-gtd
combined-31672,200504060001-gtd
combined-31673,200504060002-gtd
combined-31674,200504060003-gtd
combined-31675,200504060004-gtd
combined-31676,200504060005-gtd
combined-31677,200504060006-gtd
combined-31678,200504070001-gtd
combined-31679,200504070002-gtd
combined-31680,200504070003-gtd
combined-31681,200504070004-gtd
combined-31682,200504070005-gtd
combined-31683,200504070007-gtd
combined-31684,200504070008-gtd
combined-31685,200504070009-gtd
combined-31686,200504070011-gtd
combined-31687,200504080001-gtd
combined-31688,200504080002-gtd
combined-31689,200504080003-gtd
combined-31690,200504080004-gtd
combined-31691,200504080005-gtd
combined-31692,200504080007-gtd
combined-31693,200504090001-gtd
combined-31694,200504090002-gtd
combined-31695,200504090003-gtd
combined-31696,200504090004-gtd
combined-31697,200504090005-gtd
combined-31698,200504090006-gtd
combined-31699,200504090007-gtd
combined-31700,200504090008-gtd
combined-31701,200504090009-gtd
combined-31702,200504090010-gtd
combined-31703,200504090011-gtd
combined-31704,200504090012-gtd
combined-31705,200504090013-gtd
combined-31706,200504100001-gtd
combined-31707,200504100002-gtd
combined-31708,200504100003-gtd
combined-31709,200504100004-gtd
combined-31710,200504100005-gtd
combined-31711,200504100006-gtd
combined-31712,200504100007-gtd
combined-31713,200504100008-gtd
combined-31714,200504100009-gtd
combined-31715,200504100010-gtd
combined-31716,200504110001-gtd
combined-31717,200504110002-gtd
combined-31718,200504110003-gtd
combined-31719,200504110004-gtd
combined-31720,200504110005-gtd
combined-31721,200504110006-gtd
combined-31722,200504110007-gtd
combined-31723,200504110008-gtd
combined-31724,200504110009-gtd
combined-31725,200504120001-gtd
combined-31726,200504120002-gtd
combined-31727,200504120003-gtd
combined-31728,200504120004-gtd
combined-31729,200504120005-gtd
combined-31730,200504120006-gtd
combined-31731,200504120007-gtd
combined-31732,200504120008-gtd
combined-31733,200504120009-gtd
combined-31734,200504120010-gtd
combined-31735,200504120011-gtd
combined-31736,200504120012-gtd
combined-31737,200504120013-gtd
combined-31738,200504130001-gtd
combined-31739,200504130002-gtd
combined-31740,200504130003-gtd
combined-31741,200504130004-gtd
combined-31742,200504130005-gtd
combined-31743,200504130006-gtd
combined-31744,200504130007-gtd
combined-31745,200504130008-gtd
combined-31746,200504130009-gtd
combined-31747,200504130010-gtd
combined-31748,200504140001-gtd
combined-31749,200504140002-gtd
combined-31750,200504140003-gtd
combined-31751,200504140004-gtd
combined-31752,200504140005-gtd
combined-31753,200504140006-gtd
combined-31754,200504140007-gtd
combined-31755,200504140008-gtd
combined-31756,200504140009-gtd
combined-31757,200504140010-gtd
combined-31758,200504140011-gtd
combined-31759,200504150001-gtd
combined-31760,200504150002-gtd
combined-31761,200504150003-gtd
combined-31762,200504150004-gtd
combined-31763,200504150005-gtd
combined-31764,200504150006-gtd
combined-31765,200504150007-gtd
combined-31766,200504150008-gtd
combined-31767,200504150009-gtd
combined-31768,200504150010-gtd
combined-31769,200504150011-gtd
combined-31770,200504150012-gtd
combined-31771,200504170001-gtd
combined-31772,200504180001-gtd
combined-31773,200504180002-gtd
combined-31774,200504190001-gtd
combined-31775,200504190002-gtd
combined-31776,200504190003-gtd
combined-31777,200504200001-gtd
combined-31778,200504200002-gtd
combined-31779,200504200003-gtd
combined-31780,200504200004-gtd
combined-31781,200504200005-gtd
combined-31782,200504200007-gtd
combined-31783,200504210001-gtd
combined-31784,200504210002-gtd
combined-31785,200504210003-gtd
combined-31786,200504210004-gtd
combined-31787,200504210005-gtd
combined-31788,200504220001-gtd
combined-31789,200504220002-gtd
combined-31790,200504220003-gtd
combined-31791,200504220004-gtd
combined-31792,200504230001-gtd
combined-31793,200504230002-gtd
combined-31794,200504230003-gtd
combined-31795,200504230004-gtd
combined-31796,200504240001-gtd
combined-31797,200504240002-gtd
combined-31798,200504240003-gtd
combined-31799,200504240004-gtd
combined-31800,200504250001-gtd
combined-31801,200504250002-gtd
combined-31802,200504250003-gtd
combined-31803,200504250004-gtd
combined-31804,200504260001-gtd
combined-31805,200504260002-gtd
combined-31806,200504270001-gtd
combined-31807,200504270002-gtd
combined-31808,200504270003-gtd
combined-31809,200504280001-gtd
combined-31810,200504280002-gtd
combined-31811,200504280003-gtd
combined-31812,200504280004-gtd
combined-31813,200504280005-gtd
combined-31814,200504280006-gtd
combined-31815,200504280007-gtd
combined-31816,200504280008-gtd
combined-31817,200504280010-gtd
combined-31818,200504280011-gtd
combined-31819,200504290001-gtd
combined-31820,200504290002-gtd
combined-31821,200504290003-gtd
combined-31822,200504290004-gtd
combined-31823,200504300001-gtd
combined-31824,200504300002-gtd
combined-31825,200504300003-gtd
combined-31826,200504300004-gtd
combined-31827,200504300005-gtd
combined-31828,200504300006-gtd
combined-31829,200504300007-gtd
combined-31830,200504300009-gtd
combined-31831,200505010001-gtd
combined-31832,200505010002-gtd
combined-31833,200505010004-gtd
combined-31834,200505010005-gtd
combined-31835,200505010006-gtd
combined-31836,200505020001-gtd
combined-31837,200505020002-gtd
combined-31838,200505020003-gtd
combined-31839,200505020004-gtd
combined-31840,200505020005-gtd
combined-31841,200505020006-gtd
combined-31842,200505020007-gtd
combined-31843,200505020008-gtd
combined-31844,200505030001-gtd
combined-31845,200505030002-gtd
combined-31846,200505030003-gtd
combined-31847,200505030004-gtd
combined-31848,200505030005-gtd
combined-31849,200505040001-gtd
combined-31850,200505040002-gtd
combined-31851,200505040003-gtd
combined-31852,200505040004-gtd
combined-31853,200505040005-gtd
combined-31854,200505040006-gtd
combined-31855,200505040007-gtd
combined-31856,200505050001-gtd
combined-31857,200505050002-gtd
combined-31858,200505050003-gtd
combined-31859,200505050004-gtd
combined-31860,200505050005-gtd
combined-31861,200505050006-gtd
combined-31862,200505050007-gtd
combined-31863,200505050008-gtd
combined-31864,200505060001-gtd
combined-31865,200505060002-gtd
combined-31866,200505060003-gtd
combined-31867,200505060004-gtd
combined-31868,200505060005-gtd
combined-31869,200505060006-gtd
combined-31870,200505060007-gtd
combined-31871,200505060008-gtd
combined-31872,200505070001-gtd
combined-31873,200505070002-gtd
combined-31874,200505070003-gtd
combined-31875,200505070004-gtd
combined-31876,200505070005-gtd
combined-31877,200505070006-gtd
combined-31878,200505070007-gtd
combined-31879,200505070008-gtd
combined-31880,200505070009-gtd
combined-31881,200505080001-gtd
combined-31882,200505080002-gtd
combined-31883,200505080005-gtd
combined-31884,200505080006-gtd
combined-31885,200505090001-gtd
combined-31886,200505090002-gtd
combined-31887,200505090003-gtd
combined-31888,200505090004-gtd
combined-31889,200505090005-gtd
combined-31890,200505090006-gtd
combined-31891,200505090007-gtd
combined-31892,200505100001-gtd
combined-31893,200505100002-gtd
combined-31894,200505100003-gtd
combined-31895,200505100004-gtd
combined-31896,200505100005-gtd
combined-31897,200505100006-gtd
combined-31898,200505100007-gtd
combined-31899,200505100008-gtd
combined-31900,200505100009-gtd
combined-31901,200505100010-gtd
combined-31902,200505100011-gtd
combined-31903,200505100012-gtd
combined-31904,200505100013-gtd
combined-31905,200505110001-gtd
combined-31906,200505110002-gtd
combined-31907,200505110003-gtd
combined-31908,200505110004-gtd
combined-31909,200505110005-gtd
combined-31910,200505110006-gtd
combined-31911,200505110007-gtd
combined-31912,200505110008-gtd
combined-31913,200505110009-gtd
combined-31914,200505110010-gtd
combined-31915,200505120001-gtd
combined-31916,200505120002-gtd
combined-31917,200505120003-gtd
combined-31918,200505120004-gtd
combined-31919,200505120005-gtd
combined-31920,200505120006-gtd
combined-31921,200505120007-gtd
combined-31922,200505120008-gtd
combined-31923,200505120009-gtd
combined-31924,200505120010-gtd
combined-31925,200505120011-gtd
combined-31926,200505120012-gtd
combined-31927,200505120013-gtd
combined-31928,200505130001-gtd
combined-31929,200505130002-gtd
combined-31930,200505130003-gtd
combined-31931,200505130004-gtd
combined-31932,200505130005-gtd
combined-31933,200505130006-gtd
combined-31934,200505130007-gtd
combined-31935,200505140001-gtd
combined-31936,200505140002-gtd
combined-31937,200505140003-gtd
combined-31938,200505140004-gtd
combined-31939,200505140005-gtd
combined-31940,200505140006-gtd
combined-31941,200505140007-gtd
combined-31942,200505140008-gtd
combined-31943,200505150001-gtd
combined-31944,200505150002-gtd
combined-31945,200505150003-gtd
combined-31946,200505150004-gtd
combined-31947,200505150005-gtd
combined-31948,200505150006-gtd
combined-31949,200505150007-gtd
combined-31950,200505150008-gtd
combined-31951,200505150009-gtd
combined-31952,200505150010-gtd
combined-31953,200505150011-gtd
combined-31954,200505150012-gtd
combined-31955,200505150013-gtd
combined-31956,200505150014-gtd
combined-31957,200505150015-gtd
combined-31958,200505150016-gtd
combined-31959,200505150017-gtd
combined-31960,200505160001-gtd
combined-31961,200505160002-gtd
combined-31962,200505160003-gtd
combined-31963,200505160004-gtd
combined-31964,200505160005-gtd
combined-31965,200505160006-gtd
combined-31966,200505170001-gtd
combined-31967,200505170002-gtd
combined-31968,200505170003-gtd
combined-31969,200505170004-gtd
combined-31970,200505170005-gtd
combined-31971,200505170006-gtd
combined-31972,200505170008-gtd
combined-31973,200505180001-gtd
combined-31974,200505180002-gtd
combined-31975,200505180003-gtd
combined-31976,200505180004-gtd
combined-31977,200505180005-gtd
combined-31978,200505180006-gtd
combined-31979,200505180007-gtd
combined-31980,200505180008-gtd
combined-31981,200505180009-gtd
combined-31982,200505180010-gtd
combined-31983,200505180011-gtd
combined-31984,200505180012-gtd
combined-31985,200505190001-gtd
combined-31986,200505190002-gtd
combined-31987,200505190003-gtd
combined-31988,200505190004-gtd
combined-31989,200505190005-gtd
combined-31990,200505190006-gtd
combined-31991,200505200001-gtd
combined-31992,200505200002-gtd
combined-31993,200505200003-gtd
combined-31994,200505200004-gtd
combined-31995,200505200005-gtd
combined-31996,200505200006-gtd
combined-31997,200505200008-gtd
combined-31998,200505200009-gtd
combined-31999,200505210001-gtd
combined-32000,200505210002-gtd
combined-32001,200505220001-gtd
combined-32002,200505220002-gtd
combined-32003,200505220003-gtd
combined-32004,200505230001-gtd
combined-32005,200505230002-gtd
combined-32006,200505230003-gtd
combined-32007,200505230004-gtd
combined-32008,200505230005-gtd
combined-32009,200505230006-gtd
combined-32010,200505230007-gtd
combined-32011,200505230008-gtd
combined-32012,200505230009-gtd
combined-32013,200505240001-gtd
combined-32014,200505240002-gtd
combined-32015,200505240003-gtd
combined-32016,200505240004-gtd
combined-32017,200505240005-gtd
combined-32018,200505240006-gtd
